CVE ID,Title,Description,CVSS v3.1 Score,Vendor,Product,datePublished,Attempted Exploitation,Reference,CWE,CWE-N
CVE-2025-31850,WordPress PDF Generator Addon for Elementor Page Builder plugin <= 1.7.5 - Cross Site Scripting (XSS) vulnerability,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in RedefiningTheWeb PDF Generator Addon for Elementor Page Builder allows Stored XSS. This issue affects PDF Generator Addon for Elementor Page Builder: from n/a through 1.7.5.,6.5,RedefiningTheWeb,PDF Generator Addon for Elementor Page Builder,2025-04-01T14:51:59.841Z,no,1.0,CWE-79,1.0
CVE-2025-31851,WordPress Beds24 Online Booking plugin <= 2.0.26 - Cross Site Scripting (XSS) vulnerability,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in markkinchin Beds24 Online Booking allows Stored XSS. This issue affects Beds24 Online Booking: from n/a through 2.0.26.,6.5,markkinchin,Beds24 Online Booking,2025-04-01T14:52:00.517Z,no,1.0,CWE-79,1.0
CVE-2025-31852,WordPress Bulk Product Sync plugin <= 8.6 - Cross Site Request Forgery (CSRF) vulnerability,Cross-Site Request Forgery (CSRF) vulnerability in N-Media Bulk Product Sync allows Cross Site Request Forgery. This issue affects Bulk Product Sync: from n/a through 8.6.,4.3,N-Media,Bulk Product Sync,2025-04-01T14:52:01.160Z,no,1.0,CWE-352,1.0
CVE-2025-31853,WordPress Smartarget Popup Plugin <= 1.4 - Cross Site Scripting (XSS) vulnerability,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in Erez Hadas-Sonnenschein Smartarget Popup allows Stored XSS. This issue affects Smartarget Popup: from n/a through 1.4.,5.9,Erez Hadas-Sonnenschein,Smartarget Popup,2025-04-01T14:52:01.722Z,no,1.0,CWE-79,1.0
CVE-2025-31854,WordPress Simple Sticky Add To Cart For WooCommerce plugin <= 1.4.5 - Broken Access Control vulnerability,Missing Authorization vulnerability in Sharaz Shahid Simple Sticky Add To Cart For WooCommerce allows Exploiting Incorrectly Configured Access Control Security Levels. This issue affects Simple Sticky Add To Cart For WooCommerce: from n/a through 1.4.5.,4.3,Sharaz Shahid,Simple Sticky Add To Cart For WooCommerce,2025-04-01T14:52:02.316Z,no,1.0,CWE-862,1.0
CVE-2025-31855,WordPress SMM API plugin <= 6.0.27 - Cross Site Scripting (XSS) vulnerability,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in softnwords SMM API allows Stored XSS. This issue affects SMM API: from n/a through 6.0.27.,6.5,softnwords,SMM API,2025-04-01T14:52:02.903Z,no,1.0,CWE-79,1.0
CVE-2025-31856,WordPress Export All Post Meta Plugin <= 1.2.1 - Broken Access Control vulnerability,Missing Authorization vulnerability in brainvireinfo Export All Post Meta allows Accessing Functionality Not Properly Constrained by ACLs. This issue affects Export All Post Meta: from n/a through 1.2.1.,4.3,brainvireinfo,Export All Post Meta,2025-04-01T14:52:03.675Z,no,1.0,CWE-862,1.0
CVE-2025-31857,WordPress Directorist AddonsKit for Elementor plugin <= 1.1.6 - Cross Site Scripting (XSS) vulnerability,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in wpWax Directorist AddonsKit for Elementor allows Stored XSS. This issue affects Directorist AddonsKit for Elementor: from n/a through 1.1.6.,6.5,wpWax,Directorist AddonsKit for Elementor,2025-04-01T14:52:04.221Z,no,1.0,CWE-79,1.0
CVE-2025-31859,WordPress Feedbucket – Website Feedback Tool Plugin <= 1.0.6 - Cross Site Request Forgery (CSRF) vulnerability,Cross-Site Request Forgery (CSRF) vulnerability in Feedbucket Feedbucket – Website Feedback Tool allows Cross Site Request Forgery. This issue affects Feedbucket – Website Feedback Tool: from n/a through 1.0.6.,5.4,Feedbucket,Feedbucket – Website Feedback Tool,2025-04-01T14:52:04.816Z,no,1.0,CWE-352,1.0
CVE-2025-31860,WordPress WP AdCenter plugin <= 2.5.9 - Cross Site Scripting (XSS) vulnerability,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in WPeka WP AdCenter allows Stored XSS. This issue affects WP AdCenter: from n/a through 2.5.9.,6.5,WPeka,WP AdCenter,2025-04-01T14:52:05.352Z,no,1.0,CWE-79,1.0
CVE-2025-31861,WordPress Perfect Font Awesome Integration Plugin <= 2.2 - Stored Cross Site Scripting (XSS) vulnerability,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in WPOrbit Support Perfect Font Awesome Integration allows Stored XSS. This issue affects Perfect Font Awesome Integration: from n/a through 2.2.,6.5,WPOrbit Support,Perfect Font Awesome Integration,2025-04-01T14:52:05.944Z,no,1.0,CWE-79,1.0
CVE-2025-31862,WordPress Job Board Manager Plugin <= 2.1.60 - Broken Access Control vulnerability,Missing Authorization vulnerability in PickPlugins Job Board Manager allows Exploiting Incorrectly Configured Access Control Security Levels. This issue affects Job Board Manager: from n/a through 2.1.60.,5.3,PickPlugins,Job Board Manager,2025-04-01T14:52:06.479Z,no,1.0,CWE-862,1.0
CVE-2025-31863,WordPress Agency Toolkit plugin <= 1.0.23 - Broken Access Control vulnerability,Missing Authorization vulnerability in inspry Agency Toolkit allows Exploiting Incorrectly Configured Access Control Security Levels. This issue affects Agency Toolkit: from n/a through 1.0.23.,5.3,inspry,Agency Toolkit,2025-04-01T14:52:07.010Z,no,1.0,CWE-862,1.0
CVE-2025-31864,WordPress Beam me up Scotty – Back to Top Button plugin <= 1.0.23 - Cross Site Scripting (XSS) vulnerability,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in Out the Box Beam me up Scotty – Back to Top Button allows Stored XSS. This issue affects Beam me up Scotty – Back to Top Button: from n/a through 1.0.23.,5.9,Out the Box,Beam me up Scotty – Back to Top Button,2025-04-01T14:52:07.561Z,no,1.0,CWE-79,1.0
CVE-2025-31865,WordPress CartBoss plugin <= 4.1.2 - Broken Access Control vulnerability,Missing Authorization vulnerability in CartBoss SMS Abandoned Cart Recovery ✦ CartBoss allows Exploiting Incorrectly Configured Access Control Security Levels. This issue affects SMS Abandoned Cart Recovery ✦ CartBoss: from n/a through 4.1.2.,4.3,CartBoss,SMS Abandoned Cart Recovery ✦ CartBoss,2025-04-01T14:52:08.115Z,no,1.0,CWE-862,1.0
CVE-2025-31866,WordPress ShipDepot for WooCommerce plugin <= 1.2.19 - Broken Access Control vulnerability,Missing Authorization vulnerability in Ship Depot ShipDepot for WooCommerce allows Exploiting Incorrectly Configured Access Control Security Levels. This issue affects ShipDepot for WooCommerce: from n/a through 1.2.19.,4.3,Ship Depot,ShipDepot for WooCommerce,2025-04-01T14:52:08.647Z,no,1.0,CWE-862,1.0
CVE-2025-31867,WordPress JS Job Manager Plugin <= 2.0.2 - Insecure Direct Object References (IDOR) vulnerability,Authorization Bypass Through User-Controlled Key vulnerability in JoomSky JS Job Manager allows Exploiting Incorrectly Configured Access Control Security Levels. This issue affects JS Job Manager: from n/a through 2.0.2.,5.4,JoomSky,JS Job Manager,2025-04-01T14:52:09.167Z,no,1.0,CWE-639,1.0
CVE-2025-31868,WordPress JS Job Manager plugin <= 2.0.2 - Broken Access Control vulnerability,Missing Authorization vulnerability in JoomSky JS Job Manager allows Exploiting Incorrectly Configured Access Control Security Levels. This issue affects JS Job Manager: from n/a through 2.0.2.,5.3,JoomSky,JS Job Manager,2025-04-01T14:52:09.685Z,no,1.0,CWE-862,1.0
CVE-2025-31869,WordPress Black Widgets For Elementor plugin <= 1.3.9 - Cross Site Scripting (XSS) vulnerability,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in Modernaweb Studio Black Widgets For Elementor allows Stored XSS. This issue affects Black Widgets For Elementor: from n/a through 1.3.9.,6.5,Modernaweb Studio,Black Widgets For Elementor,2025-04-01T14:52:10.255Z,no,1.0,CWE-79,1.0
CVE-2025-31870,WordPress WP AutoKeyword plugin <= 1.0 - Arbitrary Content Deletion vulnerability,Missing Authorization vulnerability in EXEIdeas International WP AutoKeyword allows Exploiting Incorrectly Configured Access Control Security Levels. This issue affects WP AutoKeyword: from n/a through 1.0.,5.4,EXEIdeas International,WP AutoKeyword,2025-04-01T14:52:10.777Z,no,1.0,CWE-862,1.0
CVE-2025-31871,WordPress WP Clone any post type Plugin <= 3.4 - Open Redirect vulnerability,URL Redirection to Untrusted Site ('Open Redirect') vulnerability in Galaxy Weblinks WP Clone any post type allows Phishing. This issue affects WP Clone any post type: from n/a through 3.4.,4.7,Galaxy Weblinks,WP Clone any post type,2025-04-01T14:52:11.332Z,no,1.0,CWE-601,1.0
CVE-2025-31872,WordPress WP Clone any post type Plugin <= 3.4 - Broken Access Control vulnerability,Missing Authorization vulnerability in Galaxy Weblinks WP Clone any post type allows Exploiting Incorrectly Configured Access Control Security Levels. This issue affects WP Clone any post type: from n/a through 3.4.,5.3,Galaxy Weblinks,WP Clone any post type,2025-04-01T14:52:11.863Z,no,1.0,CWE-862,1.0
CVE-2025-31873,WordPress SheetDB Plugin <= 1.3.3 - Cross Site Scripting (XSS) vulnerability,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in sheetdb SheetDB allows Stored XSS. This issue affects SheetDB: from n/a through 1.3.3.,6.5,sheetdb,SheetDB,2025-04-01T14:52:12.411Z,no,1.0,CWE-79,1.0
CVE-2025-31874,WordPress WebberZone Snippetz plugin <= 2.1.0 - Cross Site Scripting (XSS) vulnerability,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in Ajay WebberZone Snippetz allows Stored XSS. This issue affects WebberZone Snippetz: from n/a through 2.1.0.,6.5,Ajay,WebberZone Snippetz,2025-04-01T14:52:12.963Z,no,1.0,CWE-79,1.0
CVE-2025-31875,WordPress FancyPost plugin <= 6.0.1 - Cross Site Scripting (XSS) vulnerability,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in Pluginic FancyPost allows DOM-Based XSS. This issue affects FancyPost: from n/a through 6.0.1.,6.5,Pluginic,FancyPost,2025-04-01T14:52:13.492Z,no,1.0,CWE-79,1.0
CVE-2025-31877,WordPress RestroPress plugin <= 3.1.8.4 - Broken Access Control vulnerability,Missing Authorization vulnerability in Magnigenie RestroPress allows Exploiting Incorrectly Configured Access Control Security Levels. This issue affects RestroPress: from n/a through 3.1.8.4.,4.3,Magnigenie,RestroPress,2025-04-01T14:52:14.025Z,no,1.0,CWE-862,1.0
CVE-2025-31878,WordPress UPC/EAN/GTIN Code Generator plugin <= 2.0.2 - Settings Change vulnerability,"Missing Authorization vulnerability in Dmitry V. (CEO of ""UKR Solution"") UPC/EAN/GTIN Code Generator allows Exploiting Incorrectly Configured Access Control Security Levels. This issue affects UPC/EAN/GTIN Code Generator: from n/a through 2.0.2.",5.4,"Dmitry V. (CEO of ""UKR Solution"")",UPC/EAN/GTIN Code Generator,2025-04-01T14:52:14.564Z,no,1.0,CWE-862,1.0
CVE-2025-31879,WordPress Barcode Generator for WooCommerce plugin <= 2.0.4 - Settings Change vulnerability,"Missing Authorization vulnerability in Dmitry V. (CEO of ""UKR Solution"") Barcode Generator for WooCommerce allows Exploiting Incorrectly Configured Access Control Security Levels. This issue affects Barcode Generator for WooCommerce: from n/a through 2.0.4.",5.4,"Dmitry V. (CEO of ""UKR Solution"")",Barcode Generator for WooCommerce,2025-04-01T14:52:15.105Z,no,1.0,CWE-862,1.0
CVE-2025-31880,WordPress Pearl plugin <= 1.3.9 - Cross Site Request Forgery (CSRF) vulnerability,Cross-Site Request Forgery (CSRF) vulnerability in Stylemix Pearl allows Cross Site Request Forgery. This issue affects Pearl: from n/a through 1.3.9.,4.3,Stylemix,Pearl,2025-04-01T14:52:15.664Z,no,1.0,CWE-352,1.0
CVE-2025-31881,WordPress Pearl plugin <= 1.3.9 - Broken Access Control vulnerability,Missing Authorization vulnerability in Stylemix Pearl allows Exploiting Incorrectly Configured Access Control Security Levels. This issue affects Pearl: from n/a through 1.3.9.,5.4,Stylemix,Pearl,2025-04-01T14:52:16.185Z,no,1.0,CWE-862,1.0
CVE-2025-31882,WordPress WordPress Webinar Plugin <= 1.33.27 - Broken Access Control vulnerability,Missing Authorization vulnerability in WPWebinarSystem WebinarPress allows Exploiting Incorrectly Configured Access Control Security Levels. This issue affects WebinarPress: from n/a through 1.33.27.,4.3,WPWebinarSystem,WebinarPress,2025-04-01T14:52:16.704Z,no,1.0,CWE-862,1.0
CVE-2025-31883,WordPress WebinarPress plugin <= 1.33.27 - Cross Site Scripting (XSS) vulnerability,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in WPWebinarSystem WebinarPress allows Stored XSS. This issue affects WebinarPress: from n/a through 1.33.27.,5.9,WPWebinarSystem,WebinarPress,2025-04-01T14:52:17.221Z,no,1.0,CWE-79,1.0
CVE-2025-31884,WordPress Norse Rune Oracle Plugin plugin <= 1.4.3 - Cross Site Scripting (XSS) vulnerability,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in WP CMS Ninja Norse Rune Oracle Plugin allows Stored XSS. This issue affects Norse Rune Oracle Plugin: from n/a through 1.4.3.,6.5,WP CMS Ninja,Norse Rune Oracle Plugin,2025-04-01T14:52:17.756Z,no,1.0,CWE-79,1.0
CVE-2025-31885,WordPress Hyperlink Group Block plugin <= 2.0.1 - Cross Site Scripting (XSS) vulnerability,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in Daniel Floeter Hyperlink Group Block allows DOM-Based XSS. This issue affects Hyperlink Group Block: from n/a through 2.0.1.,6.5,Daniel Floeter,Hyperlink Group Block,2025-04-01T14:52:18.288Z,no,1.0,CWE-79,1.0
CVE-2025-31886,WordPress Social proof testimonials and reviews by Repuso plugin <= 5.21 - Broken Access Control vulnerability,Missing Authorization vulnerability in Repuso Social proof testimonials and reviews by Repuso allows Exploiting Incorrectly Configured Access Control Security Levels. This issue affects Social proof testimonials and reviews by Repuso: from n/a through 5.21.,4.3,Repuso,Social proof testimonials and reviews by Repuso,2025-04-01T14:52:18.807Z,no,1.0,CWE-862,1.0
CVE-2025-31887,WordPress MyBookProgress plugin <= 1.0.8 - Broken Access Control vulnerability,Missing Authorization vulnerability in zookatron MyBookProgress by Stormhill Media allows Exploiting Incorrectly Configured Access Control Security Levels. This issue affects MyBookProgress by Stormhill Media: from n/a through 1.0.8.,4.3,zookatron,MyBookProgress by Stormhill Media,2025-04-01T14:52:19.326Z,no,1.0,CWE-862,1.0
CVE-2025-31888,WordPress WP Multi Store Locator Plugin <= 2.5.2 - Cross Site Request Forgery (CSRF) vulnerability,Cross-Site Request Forgery (CSRF) vulnerability in WPExperts.io WP Multistore Locator allows Cross Site Request Forgery. This issue affects WP Multistore Locator: from n/a through 2.5.2.,4.3,WPExperts.io,WP Multistore Locator,2025-04-01T14:52:19.871Z,no,1.0,CWE-352,1.0
CVE-2025-31889,WordPress Extensions for Elementor plugin <= 2.0.40 - Cross Site Scripting (XSS) vulnerability,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in petesheppard84 Extensions for Elementor. This issue affects Extensions for Elementor: from n/a through 2.0.40.,6.5,petesheppard84,Extensions for Elementor,2025-04-01T20:58:15.304Z,no,1.0,CWE-79,1.0
CVE-2025-31890,WordPress Simple Map No Api plugin <= 1.9 - Cross Site Scripting (XSS) vulnerability,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in Mashi Simple Map No Api allows Stored XSS. This issue affects Simple Map No Api: from n/a through 1.9.,6.5,Mashi,Simple Map No Api,2025-04-01T14:52:20.445Z,no,1.0,CWE-79,1.0
CVE-2025-31891,WordPress Gosign – Posts Slider Block plugin <= 1.1.0 - Cross Site Scripting (XSS) vulnerability,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in Gosign Gosign – Posts Slider Block allows Stored XSS. This issue affects Gosign – Posts Slider Block: from n/a through 1.1.0.,6.5,Gosign,Gosign – Posts Slider Block,2025-04-01T14:52:21.018Z,no,1.0,CWE-79,1.0
CVE-2025-31892,WordPress WP Crowdfunding plugin <= 2.1.13 - Cross Site Scripting (XSS) vulnerability,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in Themeum WP Crowdfunding allows Stored XSS. This issue affects WP Crowdfunding: from n/a through 2.1.13.,6.5,Themeum,WP Crowdfunding,2025-04-01T14:52:21.582Z,no,1.0,CWE-79,1.0
CVE-2025-31894,WordPress Ebook Downloader plugin <= 1.0 - Cross Site Scripting (XSS) vulnerability,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in Infoway LLC Ebook Downloader allows Stored XSS. This issue affects Ebook Downloader: from n/a through 1.0.,6.5,Infoway LLC,Ebook Downloader,2025-04-01T14:52:22.139Z,no,1.0,CWE-79,1.0
CVE-2025-31895,WordPress ABC Notation Plugin <= 6.1.3 - Cross Site Scripting (XSS) vulnerability,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in paulrosen ABC Notation allows Stored XSS. This issue affects ABC Notation: from n/a through 6.1.3.,6.5,paulrosen,ABC Notation,2025-04-01T14:52:22.671Z,no,1.0,CWE-79,1.0
CVE-2025-31897,WordPress Arrow Custom Feed for Twitter plugin <= 1.5.3 - Cross Site Scripting (XSS) vulnerability,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in Arrow Plugins Arrow Custom Feed for Twitter allows Stored XSS. This issue affects Arrow Custom Feed for Twitter: from n/a through 1.5.3.,6.5,Arrow Plugins,Arrow Custom Feed for Twitter,2025-04-01T14:52:23.212Z,no,1.0,CWE-79,1.0
